,location,size,total_sqft,bath,price
7753,Yelahanka,2.0,1075.0,2.0,51.5
7755,Yelahanka,3.0,1381.0,2.0,52.48
7756,Yelahanka,1.0,628.0,1.0,24.0
7757,Yelahanka,2.0,890.0,2.0,40.0
7758,Yelahanka,3.0,1815.0,3.0,82.0
7759,Yelahanka,1.0,654.0,1.0,38.4
7760,Yelahanka,2.0,1150.0,2.0,46.0
7761,Yelahanka,3.0,1705.0,3.0,74.16
7762,Yelahanka,4.0,3461.0,2.0,173.0
7763,Yelahanka,4.0,3042.0,4.0,131.0
7764,Yelahanka,2.0,1065.0,2.0,40.84
7765,Yelahanka,2.0,1036.0,2.0,39.35
7766,Yelahanka,2.0,1300.0,2.0,65.0
7770,Yelahanka,3.0,1455.0,3.0,61.5
7771,Yelahanka,2.0,1180.0,2.0,42.0
7772,Yelahanka,3.0,1616.0,3.0,65.0
7773,Yelahanka,2.0,915.0,2.0,48.0
7774,Yelahanka,2.0,1026.0,2.0,41.0
7776,Yelahanka,4.0,2912.5,6.0,125.5
7777,Yelahanka,2.0,600.0,2.0,27.0
7778,Yelahanka,2.0,1274.0,2.0,48.42
7780,Yelahanka,3.0,1371.0,2.0,65.0
7781,Yelahanka,3.0,1712.0,3.0,82.0
7783,Yelahanka,3.0,1180.0,3.0,55.0
7786,Yelahanka,3.0,1391.0,2.0,64.5
7790,Yelahanka,2.0,1326.0,2.0,57.0
7793,Yelahanka,3.0,1500.0,2.0,63.0
7794,Yelahanka,1.0,654.0,1.0,37.0
7796,Yelahanka,3.0,1721.0,3.0,80.86
7797,Yelahanka,2.0,1060.0,2.0,40.0
7798,Yelahanka,2.0,1226.0,2.0,52.71
7800,Yelahanka,2.0,1033.0,2.0,52.58
7801,Yelahanka,2.0,1390.0,2.0,65.31
7802,Yelahanka,2.0,1040.0,2.0,48.86
7803,Yelahanka,3.0,1345.0,2.0,57.0
7805,Yelahanka,2.0,1200.0,2.0,54.0
7807,Yelahanka,2.0,1036.0,2.0,39.37
7808,Yelahanka,2.0,1405.0,2.0,50.58
7809,Yelahanka,1.0,602.0,1.0,26.0
7815,Yelahanka,3.0,1075.0,2.0,42.0
7816,Yelahanka,3.0,1484.0,2.0,56.4
7817,Yelahanka,2.0,1260.0,2.0,59.2
7818,Yelahanka,2.0,1102.0,2.0,52.0
7819,Yelahanka,2.0,1519.0,2.0,65.0
7821,Yelahanka,2.0,1050.0,2.0,45.0
7823,Yelahanka,2.0,1285.0,2.0,56.0
7824,Yelahanka,2.0,845.0,2.0,43.0
7827,Yelahanka,2.0,1180.0,2.0,56.0
7830,Yelahanka,6.0,3600.0,6.0,200.0
7831,Yelahanka,2.0,1390.0,2.0,70.21
7834,Yelahanka,2.0,1200.0,2.0,55.0
7835,Yelahanka,2.0,990.0,2.0,37.62
7836,Yelahanka,2.0,935.0,2.0,35.53
7837,Yelahanka,3.0,1282.0,2.0,48.72
7840,Yelahanka,1.0,654.0,1.0,36.25
7842,Yelahanka,1.0,694.0,1.0,30.84
7846,Yelahanka,1.0,654.0,1.0,38.0
7847,Yelahanka,2.0,1633.0,2.0,72.0
7849,Yelahanka,2.0,1225.0,2.0,62.0
7850,Yelahanka,1.0,602.0,1.0,38.0
7851,Yelahanka,1.0,697.0,1.0,35.0
7852,Yelahanka,2.0,1065.0,2.0,41.38
7853,Yelahanka,1.0,682.0,1.0,36.23
7854,Yelahanka,2.0,1023.0,2.0,52.59
7861,Yelahanka,2.0,1250.0,2.0,54.0
7862,Yelahanka,2.0,1270.0,2.0,57.0
7865,Yelahanka,3.0,1890.0,4.0,85.0
7868,Yelahanka,5.0,2500.0,3.0,120.0
7870,Yelahanka,1.0,700.0,1.0,38.0
7873,Yelahanka,2.0,1185.0,2.0,45.0
7874,Yelahanka,3.0,1517.0,3.0,71.28
7876,Yelahanka,3.0,1756.0,3.0,66.73
7878,Yelahanka,3.0,1664.0,3.0,73.95
7879,Yelahanka,2.0,1140.0,2.0,50.66
7880,Yelahanka,2.0,1200.0,2.0,60.0
7884,Yelahanka,1.0,827.5,1.0,42.535
7885,Yelahanka,2.0,1195.0,2.0,53.105
7887,Yelahanka,4.0,3175.0,4.0,156.0
7888,Yelahanka,2.0,1408.0,2.0,58.0
7890,Yelahanka,3.0,1325.0,2.0,58.0
7893,Yelahanka,1.0,602.0,1.0,33.0
7895,Yelahanka,3.0,1430.0,3.0,61.0
7896,Yelahanka,3.0,1355.0,2.0,51.5
7897,Yelahanka,1.0,567.0,1.0,25.0
7898,Yelahanka,2.0,1045.0,2.0,45.0
7899,Yelahanka,1.0,602.0,2.0,30.0
7900,Yelahanka,2.0,1362.0,2.0,66.0
7902,Yelahanka,3.0,1282.0,2.0,48.72
7903,Yelahanka,2.0,1180.0,2.0,55.0
7906,Yelahanka,2.0,1025.0,2.0,44.0
7907,Yelahanka New Town,1.0,650.0,1.0,33.0
7908,Yelahanka New Town,1.0,500.0,1.0,20.0
7909,Yelahanka New Town,1.0,440.0,1.0,16.5
7912,Yelahanka New Town,1.0,650.0,1.0,20.0
7913,Yelahanka New Town,1.0,350.0,1.0,13.5
7914,Yelahanka New Town,3.0,1541.0,3.0,80.0
7916,Yelahanka New Town,1.0,500.0,2.0,24.0
7917,Yelahanka New Town,1.0,650.0,1.0,17.0
7918,Yelahanka New Town,1.0,450.0,1.0,16.0
7919,Yelahanka New Town,3.0,1599.0,3.0,80.0
7921,Yelahanka New Town,4.0,2095.0,3.0,109.0
7924,Yelahanka New Town,1.0,450.0,1.0,15.0
7925,Yelahanka New Town,1.0,500.0,1.0,18.0
7927,Yelahanka New Town,3.0,2437.0,3.0,125.0
7929,Yelahanka New Town,1.0,488.0,1.0,20.0
7931,Yelahanka New Town,2.0,860.0,1.0,31.0
7932,Yelahanka New Town,3.0,1800.0,2.0,45.0
7934,Yelahanka New Town,1.0,650.0,1.0,18.0
7935,Yelahanka New Town,3.0,1426.0,2.0,61.5
7938,Yelahanka New Town,3.0,1000.0,2.0,48.0
7939,Yelenahalli,2.0,1240.0,2.0,47.12
7940,Yelenahalli,2.0,1200.0,2.0,46.17
7941,Yelenahalli,3.0,1600.0,3.0,61.37
7942,Yelenahalli,2.0,1260.0,2.0,47.88
7943,Yelenahalli,3.0,1500.0,2.0,57.0
7944,Yelenahalli,2.0,1175.0,2.0,50.0
7946,Yelenahalli,2.0,1200.0,2.0,45.6
7947,Yelenahalli,2.0,1200.0,2.0,46.17
7948,Yelenahalli,2.0,1160.0,2.0,44.08
7949,Yeshwanthpur,3.0,2502.0,3.0,138.0
7951,Yeshwanthpur,1.0,667.0,1.0,36.85
7953,Yeshwanthpur,2.0,1170.0,2.0,57.0
7954,Yeshwanthpur,1.0,665.0,1.0,36.85
7955,Yeshwanthpur,2.0,1161.0,2.0,64.08
7956,Yeshwanthpur,3.0,2557.0,3.0,141.0
7957,Yeshwanthpur,3.0,1850.0,3.0,100.0
7958,Yeshwanthpur,1.0,671.0,1.0,36.85
7961,Yeshwanthpur,1.0,668.0,1.0,36.85
7966,Yeshwanthpur,3.0,2559.0,3.0,141.0
7967,Yeshwanthpur,3.0,1430.0,3.0,72.0
7968,Yeshwanthpur,1.0,673.0,1.0,36.85
7970,Yeshwanthpur,4.0,3600.0,5.0,220.0
7971,Yeshwanthpur,2.0,1168.0,2.0,64.08
7972,Yeshwanthpur,1.0,605.0,1.0,41.745
7973,Yeshwanthpur,3.0,1382.0,2.0,76.18
7974,Yeshwanthpur,1.0,669.0,1.0,36.85
7975,Yeshwanthpur,3.0,1385.0,2.0,76.18
7977,Yeshwanthpur,2.0,1200.0,2.0,63.0
7978,Yeshwanthpur,3.0,1679.0,3.0,92.13
7979,Yeshwanthpur,1.0,670.0,1.0,36.85
7980,Yeshwanthpur,3.0,1381.0,2.0,76.18
7981,Yeshwanthpur,3.0,1678.0,3.0,92.13
7986,Yeshwanthpur,3.0,2501.0,3.0,138.0
7988,Yeshwanthpur,1.0,666.0,1.0,36.8
7990,Yeshwanthpur,3.0,2504.0,3.0,138.0
7992,Yeshwanthpur,2.0,1163.0,2.0,64.08
7993,Yeshwanthpur,2.0,1165.0,2.0,64.08
7995,Yeshwanthpur,3.0,1384.0,2.0,76.18
7996,Yeshwanthpur,1.0,994.0,2.0,54.67
7997,Yeshwanthpur,1.0,650.0,1.0,40.0
8000,Yeshwanthpur,2.0,1167.0,2.0,64.08
8001,Yeshwanthpur,2.0,1164.0,2.0,64.08
8002,Yeshwanthpur,3.0,1520.0,3.0,85.0
8003,Yeshwanthpur,3.0,1677.0,3.0,92.13
8004,Yeshwanthpur,1.0,674.0,1.0,36.85
8005,Yeshwanthpur,3.0,1383.0,2.0,76.18
8006,Yeshwanthpur,1.0,672.0,1.0,36.85
8007,Yeshwanthpur,2.0,1162.0,2.0,64.08
8008,Yeshwanthpur,2.0,1166.0,2.0,64.08
8011,Yeshwanthpur,2.0,1169.0,2.0,64.08
8012,Yeshwanthpur,6.0,2500.0,5.0,185.0
8013,Yeshwanthpur,3.0,2500.0,3.0,138.0
8014,Yeshwanthpur,2.0,1160.0,2.0,64.08
8015,Yeshwanthpur,3.0,1676.0,3.0,92.13
8016,Yeshwanthpur,3.0,2503.0,3.0,138.0
8019,Yeshwanthpur,3.0,1675.0,3.0,92.13
8021,other,2.0,1100.0,2.0,48.0
8022,other,1.0,510.0,1.0,25.25
8023,other,3.0,1250.0,3.0,56.0
8024,other,1.0,600.0,1.0,38.0
8025,other,2.0,869.0,2.0,36.0
8026,other,2.0,1270.0,2.0,50.0
8028,other,2.0,840.0,2.0,45.0
8033,other,3.0,1450.0,2.0,70.0
8036,other,2.0,1007.0,2.0,43.0
8037,other,2.0,1200.0,2.0,50.0
8038,other,2.0,966.0,2.0,49.9
8045,other,3.0,1612.0,3.0,46.74
8047,other,3.0,1350.0,2.0,48.0
8050,other,3.0,1425.0,2.0,75.0
8051,other,3.0,1470.0,2.0,70.0
8053,other,2.0,1340.0,2.0,55.7
8056,other,2.0,1207.0,2.0,43.5
8057,other,3.0,1798.0,3.0,89.0
8060,other,4.0,2000.0,4.0,75.5
8063,other,2.0,1148.0,2.0,60.0
8064,other,2.0,1110.0,2.0,55.0
8065,other,3.0,1500.0,2.0,65.0
8066,other,2.0,1080.0,2.0,39.0
8069,other,3.0,1644.0,3.0,84.0
8072,other,2.0,1060.0,2.0,55.0
8073,other,2.0,900.0,2.0,22.5
8076,other,3.0,1464.0,3.0,46.0
8077,other,2.0,700.0,1.0,26.0
8079,other,4.0,4111.0,4.0,250.0
8080,other,2.0,1084.0,2.0,50.0
8081,other,2.0,950.0,2.0,47.0
8082,other,4.0,2000.0,4.0,120.0
8084,other,2.0,850.0,2.0,27.0
8085,other,2.0,1113.0,2.0,51.0
8087,other,2.0,1200.0,2.0,55.0
8090,other,2.0,1230.0,2.0,48.0
8093,other,3.0,1592.0,3.0,75.0
8095,other,2.0,950.0,2.0,50.0
8098,other,3.0,1629.0,3.0,79.0
8099,other,2.0,1460.0,2.0,58.0
8100,other,2.0,1185.0,2.0,38.0
8101,other,3.0,1760.0,3.0,88.0
8102,other,2.0,1069.0,2.0,55.0
8104,other,3.0,1450.0,3.0,55.0
8105,other,3.0,1630.0,3.0,68.29
8107,other,11.0,5000.0,9.0,360.0
8108,other,2.0,850.0,2.0,30.0
8110,other,2.0,1200.0,2.0,62.0
8111,other,4.0,4800.0,4.0,235.0
8113,other,3.0,1464.0,3.0,56.0
8114,other,4.0,2000.0,4.0,99.0
8116,other,2.0,1000.0,2.0,53.0
8118,other,3.0,1300.0,3.0,58.0
8119,other,2.0,1115.0,2.0,40.0
8121,other,1.0,700.0,1.0,41.0
8122,other,4.0,1600.0,4.0,80.0
8125,other,1.0,1200.0,2.0,85.0
8126,other,2.0,1028.0,2.0,45.5
8127,other,3.0,1385.0,2.0,48.48
8129,other,3.0,1600.0,2.0,50.0
8130,other,2.0,1800.0,1.0,80.0
8132,other,2.0,1080.0,2.0,50.0
8133,other,2.0,1160.0,2.0,55.0
8136,other,1.0,540.0,1.0,36.0
8138,other,2.0,1180.0,2.0,42.0
8140,other,1.0,416.0,1.0,18.5
8141,other,2.0,1260.0,2.0,45.0
8142,other,3.0,1630.0,3.0,85.0
8143,other,1.0,834.0,1.0,60.0
8147,other,3.0,1375.0,3.0,70.0
8148,other,1.0,469.0,1.0,25.0
8149,other,6.0,3600.0,4.0,160.0
8150,other,2.0,1160.0,2.0,52.2
8151,other,3.0,1220.0,2.0,35.23
8152,other,3.0,1641.0,3.0,66.0
8154,other,3.0,2072.0,3.0,108.0
8160,other,1.0,600.0,1.0,50.0
8163,other,3.0,2300.0,3.0,120.0
8164,other,2.0,1240.0,2.0,60.0
8166,other,2.0,1230.0,2.0,43.48
8167,other,2.0,950.0,2.0,44.0
8169,other,2.0,1045.0,2.0,45.0
8170,other,3.0,1570.0,3.0,62.0
8172,other,3.0,1325.0,3.0,57.0
8173,other,2.0,1202.0,2.0,48.0
8174,other,2.0,1200.0,2.0,62.5
8175,other,1.0,425.0,1.0,20.03
8176,other,2.0,1100.0,2.0,48.0
8177,other,1.0,600.0,1.0,60.0
8180,other,3.0,1750.0,3.0,85.0
8182,other,2.0,1105.0,2.0,58.0
8183,other,1.0,445.0,1.0,28.0
8184,other,3.0,1602.0,2.0,75.0
8186,other,3.0,1780.0,3.0,84.83
8191,other,7.0,2500.0,6.0,115.0
8192,other,2.0,823.0,2.0,28.0
8194,other,1.0,686.0,1.0,17.0
8195,other,2.0,1001.0,2.0,33.03
8197,other,3.0,2400.0,2.0,80.0
8199,other,3.0,1611.0,2.0,64.44
8202,other,1.0,530.0,1.0,20.0
8204,other,2.0,900.0,2.0,27.0
8206,other,2.0,1225.0,2.0,53.0
8208,other,7.0,4100.0,7.0,140.0
8209,other,2.0,1175.0,2.0,48.27
8210,other,1.0,950.0,1.0,40.0
8211,other,2.0,1209.0,2.0,50.0
8212,other,5.0,4200.0,5.0,225.0
8213,other,3.0,1800.0,3.0,90.0
8214,other,5.0,1600.0,4.0,125.0
8215,other,3.0,1563.0,3.0,52.0
8216,other,2.0,1405.0,2.0,70.0
8220,other,2.0,1200.0,2.0,35.0
8223,other,1.0,750.0,1.0,56.25
8224,other,2.0,1060.0,2.0,42.0
8225,other,3.0,1500.0,3.0,62.0
8226,other,2.0,1339.0,2.0,55.0
8227,other,3.0,1600.0,3.0,75.0
8228,other,2.0,1225.0,2.0,55.11
8229,other,2.0,1000.0,2.0,50.0
8232,other,2.0,1480.0,2.0,65.0
8235,other,2.0,910.0,2.0,30.5
8236,other,1.0,1200.0,1.0,28.0
8238,other,2.0,1133.0,2.0,55.0
8240,other,5.0,2900.0,5.0,90.0
8242,other,2.0,856.0,2.0,40.0
8243,other,4.0,14000.0,3.0,800.0
8244,other,1.0,485.0,1.0,15.0
8245,other,3.0,1384.0,3.0,62.28
8246,other,3.0,1508.0,3.0,70.25
8247,other,4.0,2150.0,4.0,80.0
8248,other,3.0,1600.0,3.0,52.0
8249,other,2.0,1250.0,2.0,62.0
8253,other,3.0,1800.0,3.0,80.0
8254,other,2.0,925.0,2.0,48.0
8255,other,2.0,1395.0,2.0,63.59
8258,other,2.0,1262.0,2.0,63.0
8260,other,3.0,1655.0,3.0,86.06
8261,other,7.0,5000.0,7.0,299.0
8263,other,3.0,1450.0,3.0,65.0
8264,other,2.0,1200.0,2.0,54.0
8266,other,1.0,510.0,1.0,25.25
8267,other,2.0,1178.0,2.0,47.0
8272,other,3.0,1595.0,3.0,76.0
8274,other,2.0,1367.0,2.0,62.0
8276,other,2.0,1015.0,2.0,45.0
8278,other,2.0,930.0,2.0,45.0
8279,other,3.0,1650.0,2.0,80.0
8281,other,3.0,1240.0,2.0,46.0
8286,other,2.0,700.0,2.0,27.0
8287,other,2.0,1050.0,2.0,45.0
8288,other,3.0,1250.0,3.0,39.5
8293,other,2.0,1180.0,2.0,48.0
8295,other,3.0,1435.0,3.0,70.0
8296,other,3.0,1560.0,2.0,66.0
8297,other,2.0,1070.0,2.0,42.0
8300,other,2.0,1300.0,2.0,60.0
8302,other,3.0,1310.0,2.0,50.0
8304,other,4.0,1200.0,4.0,72.0
8307,other,3.0,1378.0,2.0,42.33
8308,other,2.0,1210.0,2.0,62.0
8309,other,3.0,1464.0,3.0,56.0
8311,other,3.0,1600.0,3.0,80.0
8312,other,3.0,1250.0,3.0,39.5
8313,other,2.0,1100.0,2.0,50.0
8314,other,2.0,1269.72,2.0,68.0
8316,other,2.0,1552.0,2.0,51.0
8318,other,2.0,1300.0,2.0,65.0
8320,other,4.0,2400.0,5.0,85.0
8321,other,2.0,1243.0,2.0,58.0
8322,other,3.0,1616.0,3.0,75.0
8323,other,5.0,1800.0,6.0,44.5
8328,other,1.0,595.0,1.0,42.0
8329,other,2.0,1410.0,2.0,67.0
8330,other,2.0,1090.0,2.0,31.48
8331,other,2.0,1254.0,2.0,53.0
8332,other,7.0,2800.0,7.0,125.0
8335,other,2.0,1000.0,2.0,50.0
8336,other,2.0,920.0,2.0,35.0
8337,other,4.0,2400.0,3.0,142.0
8338,other,3.0,1464.0,3.0,56.0
8339,other,2.0,1280.0,2.0,40.0
8340,other,3.0,2000.0,3.0,85.0
8342,other,2.0,840.0,2.0,27.0
8344,other,2.0,1242.0,2.0,39.7
8345,other,3.0,1690.0,2.0,55.0
8346,other,3.0,1488.0,3.0,57.0
8351,other,2.0,1260.0,2.0,58.0
8354,other,2.0,1250.0,2.0,65.0
8355,other,2.0,1225.0,2.0,48.0
8357,other,3.0,2000.0,3.0,100.0
8362,other,2.0,2400.0,2.0,95.0
8363,other,2.0,1045.0,2.0,42.0
8365,other,2.0,1115.0,2.0,56.87
8368,other,3.0,1690.0,3.0,75.0
8369,other,2.0,1068.0,2.0,40.05
8371,other,1.0,650.0,1.0,26.0
8372,other,3.0,1410.0,2.0,45.12
8375,other,3.0,1130.0,3.0,38.0
8377,other,2.0,900.0,2.0,45.0
8378,other,3.0,1550.0,2.0,70.0
8379,other,2.0,916.0,2.0,42.0
8380,other,3.0,1358.0,3.0,50.0
8381,other,3.0,1936.0,2.0,54.21
8383,other,2.0,850.0,2.0,33.0
8385,other,1.0,500.0,1.0,20.0
8386,other,2.0,1146.0,2.0,38.5
8392,other,7.0,4400.0,9.0,120.0
8394,other,1.0,581.91,2.0,25.0
8398,other,2.0,1210.0,2.0,60.0
8399,other,2.0,1100.0,2.0,55.0
8408,other,3.0,1375.0,2.0,48.06
8409,other,1.0,750.0,1.0,25.0
8411,other,2.0,1095.0,2.0,40.0
8412,other,3.0,1440.0,2.0,60.33
8413,other,2.0,1200.0,2.0,49.5
8414,other,2.0,975.0,2.0,43.0
8415,other,5.0,2800.0,4.0,200.0
8416,other,2.0,900.0,2.0,42.0
8418,other,2.0,1010.0,2.0,46.0
8422,other,4.0,1470.0,4.0,34.5
8424,other,2.0,1316.0,2.0,55.5
8425,other,2.0,1050.0,2.0,43.0
8426,other,6.0,2400.0,7.0,110.0
8429,other,2.0,1200.0,2.0,50.0
8430,other,2.0,1313.0,2.0,58.27
8431,other,2.0,936.0,2.0,42.0
8432,other,1.0,1050.0,1.0,70.0
8434,other,3.0,1464.0,3.0,56.0
8435,other,2.0,1256.0,2.0,60.0
8436,other,2.0,1020.0,2.0,37.0
8437,other,2.0,830.0,2.0,34.0
8438,other,2.0,1210.0,2.0,40.0
8439,other,2.0,1520.0,2.0,62.0
8440,other,3.0,2300.0,3.0,80.0
8441,other,1.0,400.0,1.0,14.0
8442,other,2.0,946.0,2.0,38.0
8444,other,2.0,860.0,1.0,43.0
8447,other,3.0,1700.0,3.0,80.0
8449,other,5.0,6040.0,4.0,170.0
8451,other,2.0,1311.0,2.0,48.0
8453,other,3.0,1400.0,2.0,55.0
8455,other,3.0,1942.0,3.0,102.0
8456,other,2.0,1000.0,2.0,53.0
8457,other,1.0,800.0,1.0,100.0
8458,other,2.0,950.0,2.0,45.0
8459,other,2.0,1022.0,2.0,52.0
8460,other,4.0,2000.0,3.0,25.0
8461,other,2.0,990.0,2.0,44.55
8464,other,3.0,1475.0,3.0,70.0
8465,other,2.0,1135.0,2.0,55.0
8470,other,2.0,1200.0,3.0,44.0
8472,other,2.0,1350.0,2.0,67.5
8474,other,2.0,1240.0,2.0,43.79
8476,other,2.0,1175.0,2.0,48.27
8477,other,4.0,4000.0,4.0,170.0
8479,other,3.0,1465.0,2.0,74.72
8481,other,1.0,351.0,1.0,16.0
8483,other,3.0,1360.0,2.0,59.27
8488,other,1.0,600.0,1.0,32.0
8490,other,2.0,1107.0,2.0,33.0
8491,other,3.0,1520.0,3.0,80.0
8493,other,2.0,1050.0,2.0,38.0
8497,other,3.0,1215.0,3.0,42.2
8499,other,3.0,1445.0,3.0,64.0
8502,other,2.0,955.0,1.0,34.01
8504,other,2.0,1187.0,2.0,45.0
8506,other,2.0,1100.0,2.0,38.45
8509,other,3.0,1360.0,3.0,55.0
8513,other,2.0,1020.0,2.0,40.0
8515,other,2.0,1051.0,2.0,33.0
8517,other,3.0,1455.0,2.0,56.0
8518,other,1.0,440.0,1.0,28.0
8519,other,4.0,4200.0,4.0,255.0
8520,other,2.0,1200.0,2.0,55.0
8521,other,1.0,700.0,1.0,41.0
8522,other,3.0,1300.0,2.0,49.0
8523,other,2.0,1400.0,2.0,67.0
8524,other,2.0,1200.0,2.0,53.0
8525,other,3.0,1535.0,3.0,55.0
8528,other,1.0,1260.0,1.0,41.0
8529,other,1.0,1500.0,1.0,37.5
8530,other,1.0,600.0,1.0,17.0
8531,other,3.0,1360.0,2.0,65.0
8534,other,2.0,965.0,2.0,45.0
8536,other,2.0,780.0,2.0,25.0
8538,other,2.0,1121.0,2.0,43.72
8540,other,2.0,674.0,1.0,19.9
8542,other,3.0,1306.0,2.0,58.0
8545,other,2.0,1225.0,2.0,47.0
8546,other,1.0,890.0,1.0,75.0
8547,other,2.0,1110.0,2.0,51.0
8548,other,2.0,1300.0,2.0,54.0
8550,other,2.0,960.0,2.0,32.0
8552,other,2.0,799.0,2.0,38.0
8553,other,3.0,1355.0,3.0,61.0
8557,other,1.0,800.0,1.0,52.0
8559,other,2.0,1100.0,2.0,53.0
8561,other,5.0,2000.0,4.0,103.0
8562,other,2.0,1147.0,2.0,54.0
8564,other,3.0,2100.0,3.0,75.0
8565,other,3.0,1215.0,2.0,46.5
8566,other,1.0,461.82,1.0,31.7
8568,other,2.0,1065.0,2.0,50.0
8569,other,2.0,1205.0,2.0,42.18
8571,other,2.0,1199.0,2.0,50.0
8572,other,10.0,12000.0,12.0,525.0
8573,other,2.0,1070.0,2.0,33.0
8576,other,2.0,1326.0,2.0,62.17
8581,other,2.0,1234.0,2.0,61.0
8583,other,3.0,2220.0,4.0,65.0
8586,other,2.0,1069.0,2.0,55.0
8589,other,2.0,1160.0,2.0,41.75
8590,other,2.0,900.0,2.0,45.0
8591,other,2.0,1175.0,2.0,48.0
8592,other,2.0,1200.0,2.0,50.0
8593,other,2.0,600.0,2.0,23.0
8594,other,2.0,1364.0,2.0,70.0
8596,other,2.0,1146.0,2.0,39.5
8597,other,2.0,1110.0,2.0,41.0
8598,other,2.0,1156.0,2.0,49.5
8600,other,1.0,900.0,1.0,30.0
8602,other,3.0,1500.0,2.0,65.0
8603,other,2.0,1400.0,2.0,65.0
8606,other,2.0,1166.0,2.0,53.0
8607,other,2.0,900.0,2.0,46.0
8608,other,3.0,1190.0,3.0,55.0
8610,other,3.0,1500.0,3.0,65.0
8611,other,2.0,820.0,2.0,24.0
8614,other,3.0,1033.0,2.0,32.0
8615,other,3.0,1460.0,2.0,73.0
8618,other,2.0,1070.0,2.0,35.0
8622,other,2.0,920.0,2.0,37.0
8625,other,2.0,885.0,2.0,40.0
8627,other,3.0,1490.0,2.0,59.6
8628,other,4.0,1650.0,4.0,99.0
8636,other,6.0,2400.0,6.0,130.0
8637,other,3.0,1680.0,3.0,85.0
8638,other,2.0,1464.0,2.0,56.0
8642,other,2.0,1200.0,2.0,50.0
8643,other,1.0,705.0,1.0,36.5
8645,other,3.0,1800.0,3.0,70.0
8646,other,2.0,925.0,2.0,42.0
8647,other,2.0,1230.0,2.0,57.0
8648,other,1.0,1260.0,1.0,41.0
8653,other,2.0,1100.0,2.0,39.5
8655,other,2.0,1219.0,2.0,40.0
8658,other,4.0,3200.0,3.0,190.0
8659,other,2.0,970.0,2.0,40.0
8660,other,1.0,596.0,1.0,42.0
8661,other,16.0,10000.0,16.0,550.0
8664,other,3.0,1405.0,2.0,70.0
8665,other,3.0,1800.0,3.0,65.0
8667,other,3.0,1360.0,2.0,65.0
8671,other,2.0,620.0,1.0,25.0
8672,other,4.0,4428.0,4.0,255.0
8673,other,2.0,1301.0,2.0,55.0
8674,other,1.0,650.0,1.0,30.0
8677,other,1.0,910.0,1.0,42.0
8678,other,3.0,1250.0,3.0,39.0
8679,other,3.0,2000.0,3.0,85.0
8680,other,1.0,532.0,1.0,22.49
8682,other,2.0,902.0,2.0,42.0
8684,other,3.0,1374.0,2.0,70.0
8685,other,4.0,2145.0,4.0,125.0
8686,other,2.0,1080.0,2.0,55.0
8688,other,2.0,1240.0,2.0,52.6
8691,other,2.0,1200.0,2.0,49.0
8693,other,2.0,1203.0,2.0,59.86
8694,other,3.0,1600.0,3.0,76.0
8695,other,2.0,1134.0,2.0,40.0
8698,other,2.0,1100.0,2.0,56.1
8699,other,5.0,2400.0,5.0,120.0
8702,other,3.0,1350.0,2.0,65.0
8705,other,3.0,1250.0,3.0,40.0
8708,other,3.0,1400.0,2.0,62.0
8709,other,3.0,1488.0,2.0,60.0
8710,other,9.0,4500.0,9.0,166.0
8711,other,3.0,1853.0,3.0,82.0
8712,other,2.0,861.0,2.0,35.0
8713,other,2.0,1256.0,2.0,62.8
8716,other,3.0,1310.0,2.0,37.83
8717,other,2.0,1080.0,2.0,39.0
8719,other,3.0,1531.0,3.0,72.0
8721,other,2.0,1200.0,2.0,55.0
8723,other,4.0,1200.0,6.0,70.0
8725,other,3.0,1650.0,2.0,52.0
8726,other,2.0,1100.0,2.0,38.0
8727,other,1.0,750.0,2.0,50.0
8730,other,2.0,1205.0,2.0,60.0
8731,other,2.0,1200.0,3.0,46.14
8732,other,1.0,1500.0,1.0,19.5
8733,other,2.0,1125.0,2.0,44.0
8738,other,1.0,813.0,1.0,39.0
8739,other,4.0,3884.0,4.0,240.0
8740,other,4.0,4750.0,2.0,120.0
8742,other,2.0,1090.0,2.0,36.0
8744,other,2.0,1150.0,2.0,56.0
8745,other,2.0,1141.0,2.0,49.0
8746,other,2.0,936.0,2.0,43.0
8748,other,1.0,735.0,1.0,75.0
8749,other,1.0,500.0,1.0,24.0
8750,other,2.0,1100.0,2.0,50.0
8755,other,4.0,3200.0,5.0,150.0
8756,other,2.0,1196.0,2.0,56.81
8760,other,2.0,1512.0,1.0,65.01
8764,other,2.0,975.0,2.0,50.0
8766,other,5.0,5800.0,5.0,80.0
8767,other,2.0,1000.0,2.0,45.0
8768,other,4.0,3000.0,5.0,100.0
8769,other,2.0,1080.0,2.0,45.0
8774,other,2.0,1180.0,2.0,63.0
8775,other,3.0,1300.0,3.0,47.0
8776,other,3.0,1155.0,2.0,60.0
8777,other,3.0,1540.0,3.0,68.0
8778,other,2.0,1206.0,2.0,38.5
8781,other,3.0,1200.0,2.0,55.0
8782,other,2.0,1161.0,2.0,36.69
8785,other,2.0,620.0,2.0,22.0
8789,other,3.0,2000.0,3.0,85.0
8791,other,2.0,1280.0,2.0,49.75
8792,other,2.0,4200.0,1.0,160.0
8794,other,2.0,1215.0,2.0,49.85
8795,other,2.0,1076.0,2.0,52.0
8800,other,2.0,1250.0,2.0,39.0
8802,other,3.0,1500.0,3.0,70.0
8803,other,4.0,2000.0,5.0,80.0
8804,other,3.0,1410.0,2.0,45.12
